0.000000000000000000e+00,7.846415188738251612e-01,0.000000000000000000e+00,1.896923869316711198e-01,0.000000000000000000e+00,7.868084670914118894e-02
6.095845873783061193e-19,7.767980570082565484e-01,1.398444164275383275e-19,1.877947714769957477e-01,-2.782424006725675404e-19,7.789394378097783123e-02
8.792605048707899184e-19,7.690330140226054878e-01,2.053773734201373991e-19,1.859156343112752519e-01,-7.035883977296188880e-19,7.711485925520965290e-02
1.222451929739588848e-18,7.613456064428552050e-01,2.906595081545102144e-19,1.840548281080846837e-01,-5.472635241057345661e-19,7.634353135307482552e-02
2.272784327626700990e-18,7.537350585996933638e-01,5.499534814002329879e-19,1.822122067028719705e-01,-1.578731994274530848e-18,7.557989850415589017e-02
1.865430886307143424e-18,7.462006025516495500e-01,4.592640194494945446e-19,1.803876232602840968e-01,-1.538984957052431366e-18,7.482389860986604635e-02
1.556744256553932218e-18,7.387414780089444077e-01,3.898699166360229797e-19,1.785809292611469368e-01,-1.651906130930842083e-18,7.407546859858613053e-02
2.944410967857933223e-18,7.313569322580494303e-01,7.499403411608594675e-19,1.767919740652181271e-01,-2.640987928860968197e-18,7.333454419354695775e-02
4.093290593512697632e-18,7.240462200869510756e-01,1.060074014796002083e-18,1.750206048481042220e-01,-3.248032119141122629e-18,7.260105982537916336e-02
4.796854789450106115e-18,7.168086037111165432e-01,1.262896353605412277e-18,1.732666667613241007e-01,-3.636267548654737500e-18,7.187494863661951505e-02
4.398605247089409075e-18,7.096433527001534403e-01,1.177032499137684223e-18,1.715300032101953753e-01,-2.958763206937977368e-18,7.115614254026991770e-02
4.218421807419349109e-18,7.025497439051632265e-01,1.147104775936201426e-18,1.698104561802923074e-01,-3.310658540426183072e-18,7.044457230670315984e-02
4.561893976811832176e-18,6.955270613867799989e-01,1.260368557881069648e-18,1.681078665694766272e-01,-3.597818725162495542e-18,6.974016766236990073e-02
5.666175790426268544e-18,6.885745963438908435e-01,1.590243599887548800e-18,1.664220745004850177e-01,-4.114670887730657623e-18,6.904285739025135815e-02
5.034539005745149836e-18,6.816916470430345321e-01,1.435088549198313575e-18,1.647529196008340469e-01,-3.821871048281272552e-18,6.835256942638244515e-02
4.998503290226660291e-18,6.748775187484704619e-01,1.446873568819261844e-18,1.631002412441285299e-01,-3.783815366156966945e-18,6.766923094962044860e-02
5.060197945639906695e-18,6.681315236529148383e-01,1.487160923625342003e-18,1.614638787512086004e-01,-3.381637206933753669e-18,6.699276846361650051e-02
5.442340883032701543e-18,6.614529808089401053e-01,1.623701672626804090e-18,1.598436715519598872e-01,-3.963613678272480217e-18,6.632310787101834693e-02
5.298304540303514431e-18,6.548412160610298516e-01,1.604425252040435059e-18,1.582394593097417312e-01,-3.918644015614261498e-18,6.566017454052758273e-02
