-4.587988023689880679e-01,8.409999999999999698e-01,2.851467323059870829e-01,7.140009827362298056e-01,5.400000000000000355e-01,-4.443473828568116901e-01,-5.285468580579344433e-01,0.000000000000000000e+00,-8.490248634975807729e-01,2.123999999999999777e-01,-3.297999999999999821e-01,2.892000000000000126e-01,0.000000000000000000e+00
-4.587755783804294829e-01,8.410177368328569658e-01,2.851317853453762541e-01,7.140168058230812465e-01,5.399723862073212421e-01,-4.443555143528385432e-01,-5.285456243991623060e-01,4.394399340584279042e-07,-8.490256314907734803e-01,2.123268331091956729e-01,-3.298015526078755810e-01,2.891901057361653260e-01,0.000000000000000000e+00
-4.587061757369111370e-01,8.410707338724143778e-01,2.850871182009739879e-01,7.140640849208209628e-01,5.398898652719547053e-01,-4.443798105256593911e-01,-5.285419378136737567e-01,1.752320677572145641e-06,-8.490279264954103677e-01,2.121081903693948500e-01,-3.298061778194212312e-01,2.891605391740810771e-01,0.000000000000000000e+00
-4.585909938779051398e-01,8.411586630080953864e-01,2.850129891434923790e-01,7.141425281059992081e-01,5.397529127678296623e-01,-4.444201196042047997e-01,-5.285358197701374161e-01,3.930066715946439392e-06,-8.490317350985553402e-01,2.117453582002775392e-01,-3.298138056034967125e-01,2.891114749039308540e-01,0.000000000000000000e+00
-4.584304263331026030e-01,8.412811858158846245e-01,2.849096534065994057e-01,7.142518347595762096e-01,5.395619976488106317e-01,-4.444762842220086330e-01,-5.285272915844064778e-01,6.963559835466128806e-06,-8.490370439515347867e-01,2.112396224100773212e-01,-3.298243384503120046e-01,2.890430878366844203e-01,0.000000000000000000e+00
-4.582248609089964453e-01,8.414379538659370050e-01,2.847773632837348190e-01,7.143916958260086991e-01,5.393175824581980526e-01,-4.445481415845580764e-01,-5.285163744245399142e-01,1.084315546246954023e-05,-8.490438397677503302e-01,2.105922682368421006e-01,-3.298376522051033044e-01,2.889555531953756362e-01,0.000000000000000000e+00
-4.579746798763544291e-01,8.416286090254769814e-01,2.846163682257072391e-01,7.145617940682725822e-01,5.390201235393997647e-01,-4.446355236342479089e-01,-5.285030893159130549e-01,1.555869880781932842e-05,-8.490521093204249636e-01,2.098045803974265544e-01,-3.298535968941667673e-01,2.888490465068215829e-01,0.000000000000000000e+00
-4.576802601584161745e-01,8.418527837571287975e-01,2.844269149389654916e-01,7.147618043189445380e-01,5.386700712475734898e-01,-4.447382572130049727e-01,-5.284874571464114323e-01,2.109954082031105974e-05,-8.490618394402903446e-01,2.088778431436740524e-01,-3.298719975432822804e-01,2.887237435937574093e-01,0.000000000000000000e+00
-4.573419735196496694e-01,8.421101014128036244e-01,2.842092474844361560e-01,7.149913937274602338e-01,5.382678701620424722e-01,-4.448561642226421253e-01,-5.284694986716976794e-01,2.745455395233221176e-05,-8.490730170132201327e-01,2.078133403252590827e-01,-3.298926549885461967e-01,2.885798205673639760e-01,0.000000000000000000e+00
-4.569601867549064611e-01,8.424001765232843608e-01,2.839636073768264102e-01,7.152502220036668357e-01,5.378139592992982054e-01,-4.449890617830040140e-01,-5.284492345205430430e-01,3.461214774137655320e-05,-8.490856289778148103e-01,2.066123554586747901e-01,-3.299153466796508338e-01,2.884174538201644822e-01,0.000000000000000000e+00
