8.898144864493987764e-05,1.184901952594095587e+00,-1.851528824798324871e-04,2.696453076767066914e-01,5.638660002766038249e-04,1.273056059522766348e-01
8.438286987543265074e-05,1.161203828214960598e+00,-1.810609936175816635e-04,2.642703668923299665e-01,5.524433777942586686e-04,1.247694872746416828e-01
8.000694537126306304e-05,1.137979709869697320e+00,-1.770899398793838325e-04,2.590017824046211281e-01,5.411317473695596110e-04,1.222834154294011599e-01
7.584304880690384326e-05,1.115220112884000248e+00,-1.732316465249860089e-04,2.538367709415506046e-01,5.299243417776728715e-04,1.198459818720771231e-01
7.188118080774686541e-05,1.092915742765470766e+00,-1.694787186700652776e-04,2.487728753223388267e-01,5.188149757822469246e-04,1.174559550461128921e-01
6.811192254976273749e-05,1.071057491343099688e+00,-1.658243742075694892e-04,2.438079671067079068e-01,5.077979515873196200e-04,1.151122872743804426e-01
6.452639365769504939e-05,1.049636432991302826e+00,-1.622623846360355998e-04,2.389401734345314166e-01,4.968679488398229128e-04,1.128140767121814658e-01
6.111621392133721677e-05,1.028643820935771780e+00,-1.587870227078067411e-04,2.341677812728640284e-01,4.860199370848931584e-04,1.105605140912924444e-01
5.739027536266300090e-05,1.008071083647733568e+00,-1.545172031951207886e-04,2.294891580314087631e-01,4.753679846986174360e-04,1.083508371951187321e-01
5.479057150891978776e-05,9.879098212593973027e-01,-1.520965199588371645e-04,2.246541619498476916e-01,4.656498944654117859e-04,1.060709728022501269e-01
5.186065816602810177e-05,9.681518021962330911e-01,-1.488505980015193014e-04,2.200604154096193199e-01,4.558537438528471441e-04,1.039027613976363784e-01
4.907692056818888012e-05,9.487889596889731436e-01,-1.456725600729238674e-04,2.155924297175048077e-01,4.460568110168004969e-04,1.017928057433660077e-01
4.643301218062261378e-05,9.298133885039920887e-01,-1.425585813546813134e-04,2.112300660073755110e-01,4.362961304329501105e-04,9.973207643143756906e-02
4.392291696704262469e-05,9.112173416825344319e-01,-1.395051245827816453e-04,2.069646143675062666e-01,4.265854875673670099e-04,9.771672094047331725e-02
4.154092859451246001e-05,8.929932273574754387e-01,-1.365089161400008858e-04,2.027908960060038901e-01,4.169308660759965448e-04,9.574445294555182506e-02
3.928163123508827357e-05,8.751336056357394977e-01,-1.335669244827423141e-04,1.987052314398810304e-01,4.073348345418145331e-04,9.381363930174638210e-02
3.713988181271851902e-05,8.576311855448268684e-01,-1.306763406334344980e-04,1.947047051054026090e-01,3.977982438149034222e-04,9.192297477061875388e-02
3.511079355975877232e-05,8.404788220419444622e-01,-1.278345605076436993e-04,1.907868421668575398e-01,3.883210084898874610e-04,9.007134116853726669e-02
3.318972076286090458e-05,8.236695130843043611e-01,-1.250391688701515524e-04,1.869494469126026515e-01,3.789025098905729320e-04,8.825773791155548664e-02
3.137224459117109193e-05,8.071963967592074018e-01,-1.222879247456648934e-04,1.831905140346514749e-01,3.695418210808604524e-04,8.648124437954791965e-02
2.965415991206412128e-05,7.910527484725737857e-01,-1.195787481272995301e-04,1.795081763072702286e-01,3.602378400177666225e-04,8.474099798855404264e-02
2.803146300663267421e-05,7.752319781946312993e-01,-1.169097078484863971e-04,1.759006719160210175e-01,3.509893718229528626e-04,8.303618064902151819e-02
2.650034011036009256e-05,7.597276277615104823e-01,-1.142790104950764957e-04,1.723663230711618699e-01,3.417951812713835268e-04,8.136600998775656013e-02
2.505715670860339712e-05,7.445333682315377066e-01,-1.116849902574559199e-04,1.689035214357142711e-01,3.326540270570328738e-04,7.972973341664173208e-02
2.369844752591145605e-05,7.296429972950494447e-01,-1.091260996236781069e-04,1.655107178452290828e-01,3.235646844995271896e-04,7.812662397606739972e-02
2.242090715340484949e-05,7.150504367365836389e-01,-1.066009008353051979e-04,1.621864148282580464e-01,3.145259607000487167e-04,7.655597732524586918e-02
2.122138126293908575e-05,7.007497299483456121e-01,-1.041080580299046256e-04,1.589291610114245412e-01,3.055367046433008177e-04,7.501710949707940390e-02
2.009685836396537072e-05,6.867350394938569469e-01,-1.016463300072357806e-04,1.557375468270490726e-01,2.965958138514483396e-04,7.350935517677195663e-02
1.904446206103274191e-05,6.730006447207446119e-01,-9.921456355952943545e-05,1.526102011425881644e-01,2.877022386425495465e-04,7.203206634801868902e-02
1.806144377489798893e-05,6.595409394216402710e-01,-9.681168731540339514e-05,1.495457885563857003e-01,2.788549847111884412e-04,7.058461120283940349e-02
1.714517589511375069e-05,6.463504295421869106e-01,-9.443670604878206371e-05,1.465430071843236703e-01,2.700531145154090617e-04,6.916637324429804334e-02
1.629314532924069830e-05,6.334237309351841150e-01,-9.208869541614140967e-05,1.436005868144941688e-01,2.612957478170441130e-04,6.777675053293390206e-02
1.550294742636001286e-05,6.207555671599124247e-01,-8.976679707921133059e-05,1.407172873422194992e-01,2.525820616127860555e-04,6.641515504209614951e-02
1.477228024496904118e-05,6.083407673257112958e-01,-8.747021418362064236e-05,1.378918974218343863e-01,2.439112896349881967e-04,6.508101209712811863e-02
1.409893914352950235e-05,5.961742639788977227e-01,-8.519820716338642752e-05,1.351232332884048926e-01,2.352827215447878819e-04,6.377375988009084673e-02
1.348081167295278729e-05,5.842510910321411233e-01,-8.295008984212046154e-05,1.324101377144353275e-01,2.266957019116064309e-04,6.249284898645149355e-02
1.291587275115788717e-05,5.725663817354281759e-01,-8.072522580774629125e-05,1.297514790751361780e-01,2.181496290462728088e-04,6.123774202355021512e-02
1.240218010126223648e-05,5.611153666877600754e-01,-7.852302504003701319e-05,1.271461505020392013e-01,2.096439537388018813e-04,6.000791324309504710e-02
1.193786993820980973e-05,5.498933718887650812e-01,-7.634294076797404284e-05,1.245930691093309062e-01,2.011781779368477553e-04,5.880284820173749261e-02
1.152115288740241328e-05,5.388958168294049056e-01,-7.418446654217123544e-05,1.220911752806947137e-01,1.927518533942516529e-04,5.762204344510150900e-02
1.115031012283312284e-05,5.281182126209833516e-01,-7.204713350265621913e-05,1.196394320070253703e-01,1.843645803089097161e-04,5.646500621163802469e-02
1.082368971012654372e-05,5.175561601616845975e-01,-6.993050783100789351e-05,1.172368242673611227e-01,1.760160059650915968e-04,5.533125415343147224e-02
1.053970314519161150e-05,5.072053483398751839e-01,-6.783418836847054912e-05,1.148823584468749437e-01,1.677058233918753876e-04,5.422031507166007874e-02
1.029682207399635062e-05,4.970615522734271319e-01,-6.575780439276230661e-05,1.125750617869531039e-01,1.594337700454064846e-04,5.313172666485492524e-02
